OMII0IIN1609134369,Degenerative joint disease,OMII0II1519362866
OMII0II885627432,HPC,OMII0II1912267272
OMII0II1924945427,Hearing aid specialists,OMII0II1080383813
OMII0II1687785287,Hearing specialists,OMII0II1080383813
OMII0II1012200247,Wear and tear arthritis,OMII0II1519362866
OMII0II663236422,Arthritis after infection,OMII0II399061445
OMII0II1080440717,Accessibility,OMII0II529405475
OMII0II434399921,Competitions,OMII0II179548079
OMII0IIN356905772,Awards,OMII0II179548079
OMII0II1003544373F,Personal account,OMII0IIN369810965
OMII0II1347602848,Manage your profile,OMII0IIN458611848
OMII0IIN1852254128,Patient feedback,OMII0IIN458611848
OMII0II2014977652,The Service Framework,OMII0II1300446377
OMII0II118568946,New horizons,OMII0II1300446377
OMII0II431447359,Treatment abroad,OMII0II1940640592
OMII0II1790949129,Low sperm counts,OMII0II1501582618
OMII0II689702903,Abnormal sperm,OMII0II1501582618
OMII0II330815320,MIU's,OMII0IIN926222609
OMII0IIN268329777,Out of hours services,OMII0II22578247
OMII0II1289751941,Sport,OMII0IIN1688155719
OMII0II341478280,Get active,OMII0IIN1688155719
OMII0II674496757,Exercise tips/advice,OMII0IIN1688155719
OMII0IIN1653476019,Hiatal hernia,OMII0II1775794976
OMII0IIN2051318555,Oesophageal hernia,OMII0II1775794976
OMII0II133956162,Groin hernia,OMII0IIN351862111
OMII0II2028363347,Healthy bones,OMII0IIN282981964
OMII0IIN1099665252,Strep throat,OMII0II401271486
OMII0II1542248060,Streptococcal throat,OMII0II401271486
OMII0II1658681849,Keeping fit,OMII0IIN1688155719
OMII0IIN605863266,Throat irritation,OMII0II401271486
OMII0II125082324,Get moving,OMII0IIN1688155719
OMII0II665198621,Better lifestyle,OMII0IIN1970873692
OMII0II604135573,Improved lifestyle,OMII0IIN1970873692
OMII0II1888047835,Maternity units,OMII0II1837575659
OMII0IIN1362700709,Pain in throat,OMII0II401271486
OMII0II704155146,Pain in pharynx,OMII0II401271486
OMII0II416051958,Pharyngeal pain,OMII0II401271486
OMII0IIN382853013,Throat discomfort,OMII0II401271486
OMII0II802480141,Throat pain,OMII0II401271486
OMII0II1762550781,Throat soreness,OMII0II401271486
OMII0IIN1002391463,Inflamed throat,OMII0II401271486
OMII0IIN789846752,Throat inflammation,OMII0II401271486
OMII0II1048168128,Mouth specialist,OMII0II85461174
OMII0IIN1696295604,Low haemoglobin,OMII0II114055445
OMII0II409495101,Facial surgeon,OMII0II85461174
OMII0II193119199,Anaemia due to acute blood loss,OMII0IIN1832966903
OMII0II1372914925,Anaemia of chronic blood loss,OMII0IIN1832966903
OMII0II44520602,Green sickness,OMII0IIN1832966903
OMII0II247420378,NHS Direct,OMII0II394905764
OMII0II1490842558,Post-nasal drip,OMII0IIN1337165024
OMII0IIN1640653974,Low iron anaemia,OMII0IIN1832966903
OMII0II148564060,Sickle cell disease,OMII0IIN1696762263
OMII0II418591914,Sickle cell syndrome,OMII0IIN1696762263
OMII0IIN1238844224,Sickle cell trait,OMII0IIN1696762263
OMII0IIN902558480,Low serum B12,OMII0II668851137
OMII0II874731170,Low B12,OMII0II668851137
OMII0II889118232,Folic acid deficiency,OMII0II668851137
OMII0IIN1976299737,Folic acid malabsorption,OMII0II668851137
OMII0II650426564,Fol deficiency,OMII0II668851137
OMII0II1439889177,Aplastic crisis,OMII0IIN1611855119
OMII0II1601417066,Aplasia of bone marrow,OMII0IIN1611855119
OMII0II524747959,Community nurses,OMII0IIN854222694
OMII0II1622015793,Bone marrow failure syndrome,OMII0IIN1611855119
OMII0II579187767,Refractory anaemia,OMII0IIN1611855119
OMII0II2117423205,Vitamin B12 malabsorption,OMII0IIN1889728398
OMII0II2004474616,Pelvic ring,OMII0II1167319017
OMII0II822575502,Pelvic bones,OMII0II1167319017
OMII0II1838906464,Penile structure,OMII0IIN330353352
OMII0II714207631,HIV infection,OMII0II1062621728
OMII0II1354183454,Phallus,OMII0IIN330353352
OMII0IIN2006801639,AIDS,OMII0II1062621728
OMII0IIN386008427,HIV/AIDS,OMII0II1062621728
OMII0IIN77560283,AIDS/HIV,OMII0II1062621728
OMII0IIN1834524748,Acquired immune deficiency syndrome,OMII0II1062621728
OMII0IIN1719050147,Human immunodeficiency virus infection,OMII0II1062621728
OMII0II553512062,Human immune deficiency virus infection,OMII0II1062621728
OMII0II1043808510,h.i.v,OMII0II1062621728
OMII0IIN1952461110,HIV or AIDS,OMII0II1062621728
OMII0II1432929931,HIV and AIDS,OMII0II1062621728
OMII0II1179119906,HIV & AIDS,OMII0II1062621728
OMII0IIN295476035,Acquired immunodeficiency syndrome,OMII0II1062621728
OMII0IIN375061216,AIDS virus,OMII0II1062621728
OMII0IIN1141391005,HIV-positive,OMII0II1062621728
OMII0IIN876627546,HIV,OMII0II1062621728
OMII0IIN525286984,Thoracic pain,OMII0IIN107882957
OMII0II732142247,Pain in chest,OMII0IIN107882957
OMII0II1184134245,Pain in thorax,OMII0IIN107882957
OMII0II2044880031,Fear of open spaces,OMII0II290209918
OMII0II337868844,Chest wall pain,OMII0IIN107882957
OMII0II629880379,Fear of crowds,OMII0II290209918
OMII0II93348710,Angina pectoris,OMII0II1249150968
OMII0II1762253715,Fear of public places,OMII0II290209918
OMII0II2112156407,Fear of social functions,OMII0II1680170537
OMII0IIN1425976929,Acute coronary event,OMII0II1249150968
OMII0IIN252142599,Acute coronary heart disease,OMII0II1249150968
OMII0IIN1924892032,Acute IHD,OMII0II1249150968
OMII0II124013032,Fear of embarrassment,OMII0II1680170537
OMII0IIN916138653,Acute ischaemic heart disease,OMII0II1249150968
OMII0IIN963058061,Acute myocardial ischaemia,OMII0II1249150968
OMII0IIN787045297,Angina at rest,OMII0II1249150968
OMII0II1017986976,Fear of enclosed spaces,OMII0II905417448
OMII0II1641952170,Fear of lifts,OMII0II905417448
OMII0IIN230557015,Intermediate coronary syndrome,OMII0II1249150968
OMII0IIN1065107704,Worsening angina,OMII0II1249150968
OMII0IIN2016416084,Steakhouse syndrome,OMII0II1249150968
OMII0IIN1569657587,Unstable angina pectoris,OMII0II1249150968
OMII0IIN1550920299,Unstable angina,OMII0II1249150968
OMII0II1403050536,Stable angina,OMII0II1249150968
OMII0II253273214,IHD,OMII0IIN1401096673
OMII0IIN1469160892,CHD,OMII0IIN1366193346
OMII0IIN147992475,Ischaemic heart disease,OMII0IIN1401096673
OMII0IIN1420467822,Atherosclerotic disease,OMII0IIN1057174741
OMII0II571774374,Stable angina pectoris,OMII0II1249150968
OMII0II58115048,Tars,OMII0II395403183
OMII0IIN858067494J,Profile pages,OMII0IIN458611848
OMII0II387632508,Royal Centre for Defence Medicine,OMII0IIN1012500545
OMII0IIN1292272168,RCDM,OMII0IIN1012500545
OMII0II738209692,Veterans,OMII0IIN1012500545
OMII0IIN2068241209,Selly Oak,OMII0IIN1012500545
OMII0IIN454806715,Local Involvement Networks,OMII0II784343577
OMII0II962197195,Residents associations,OMII0II784343577
OMII0IIN1252563160,Faith groups,OMII0II784343577
OMII0IIN1786638800,NSFs,OMII0II1300446377
OMII0II1708572398,Cancer Reform Strategy,OMII0II1300446377
OMII0IIN1412591133,National Awareness and Early Diagnosis Initiative,OMII0II1300446377
OMII0IIN1638575061,The National Equality Initiative,OMII0II1300446377
OMII0IIN1086074714,The National Cancer Survivorship Initiative,OMII0II1300446377
OMII0IIN767464241,NHS Cancer Plan,OMII0II1300446377
OMII0II1463539532,Flu,OMII0II1349558787
OMII0II1258448000E,e-numbers,OMII0IIN1819524123
OMII0IIN106229092,Antioxidants,OMII0IIN1819524123
OMII0II368865231,Sciatic neuralgia,OMII0IIN46730759
OMII0IIN1327332132,Sciatic pain,OMII0IIN46730759
OMII0IIN1050481247,Trapped sciatic nerve,OMII0IIN610645911
OMII0IIN1913902869,Neuralgia of sciatic nerve,OMII0IIN46730759
OMII0IIN734266644,Doughnuts,OMII0II275960714
OMII0IIN354750080,Acute back pain,OMII0IIN46730759
OMII0IIN519067777,Back ache,OMII0IIN46730759
OMII0II135178188,Back complaint,OMII0IIN46730759
OMII0IIN488507046,Back health,OMII0IIN46730759
OMII0II545132509,Back injury,OMII0IIN46730759
OMII0II1879258776,Chronic back pain,OMII0IIN46730759
OMII0IIN84789789,Influenza virus infection,OMII0II1349558787
OMII0IIN1814590,Influenza C virus infection,OMII0II1349558787
OMII0II1289020389,Perscription charges,OMII0IIN455521914
OMII0IIN1615876290,Coccyx pain,OMII0IIN46730759
OMII0IIN1281379458,Prescribed contraceptives,OMII0IIN455521914
OMII0IIN1003807458,Maternity exemption certificate,OMII0IIN455521914
OMII0IIN916819944,MatEx,OMII0IIN455521914
OMII0II540835697,NHS tax credit exemption certificate,OMII0IIN455521914
OMII0II1408750785,HC2 certificate,OMII0IIN455521914
OMII0II2049586552,NHS Low Income Scheme,OMII0IIN455521914
OMII0II782864727,NHS Choices account,OMII0IIN369810965
OMII0IIN2106441430,Potassium,OMII0II1775507276
OMII0II1390231053,Dried fruit,OMII0IIN704939894
OMII0II1575539334,Vegetable juice,OMII0IIN872433827
OMII0IIN77709879,Fruit juice,OMII0IIN872433827
OMII0IIN807756343,Potatoes,OMII0IIN704939894
OMII0IIN1109814056,Vitamin K,OMII0II1775507276
OMII0IIN2131123020,Vitamin B6,OMII0II1775507276
OMII0II1389515681,Foodborne diseases,OMII0IIN1825960582
OMII0II1232394455,Foodborne illness,OMII0IIN1825960582
OMII0II1099899147,Foodborne disease outbreak,OMII0IIN1825960582
OMII0IIN1362891204,Viral diarrhoea,OMII0IIN1825960582
OMII0II322424741,Viral infection of the gut,OMII0IIN585330378
OMII0II563628669,Viral vomiting,OMII0IIN1825960582
OMII0II442437768,Viral gastrointestinal infection,OMII0IIN1825960582
OMII0II1194704707,Food-related infection,OMII0IIN1825960582
OMII0II1367288772,Viral GE,OMII0IIN1825960582
OMII0IIN499591860,Food hygiene problem,OMII0IIN1825960582
OMII0II349706283,Food-borne illness,OMII0IIN1825960582
OMII0II1790749673,Food-borne disease,OMII0IIN1825960582
OMII0II485736294,Omega-3,OMII0II325284756G
OMII0II206224881,Saturated fat,OMII0II848773425
OMII0IIN1799771464,Unsaturated fat,OMII0II848773425
OMII0II49388438,Class of 1948,OMII0IIN662266394
OMII0IIN279203677,Credit crunch,OMII0II159506933
OMII0II2039018334,Thoracic infection,OMII0II1877903752
OMII0II1167869930,Infection of the chest,OMII0II1877903752
OMII0IIN554576069,Botox,OMII0IIN1311468595
OMII0IIN1327879558,Dermal fillers,OMII0IIN1311468595
OMII0IIN254412941,Chemical peels,OMII0IIN1311468595
OMII0IIN1187236906,Microdermabrasion,OMII0IIN1311468595
OMII0II2109643683,Laser therapy,OMII0IIN1311468595
OMII0IIN1823663453,Further opinion,OMII0IIN538618895
OMII0II1533420536,Elevated blood cholesterol,OMII0II1024996931
OMII0II617674812,Elevated serum cholesterol,OMII0II1024996931
OMII0IIN943038514,High blood cholesterol,OMII0II1024996931
OMII0IIN1762878850,High serum cholesterol,OMII0II1024996931
OMII0IIN950270006,Raised cholesterol,OMII0II1024996931
OMII0IIN2011123964D,Hyperlipidaemia,OMII0II1024996931
OMII0IIN828462442,High triglycerides,OMII0II1024996931
OMII0II1207692812,High blood triglycerides,OMII0II1024996931
OMII0II2120174916,Elevated triglycerides,OMII0II1024996931
OMII0IIN614197582,Elevated blood triglycerides,OMII0II1024996931
OMII0II1797143676,High serum triglycerides,OMII0II1024996931
OMII0II1626789376,Raised triglycerides,OMII0II1024996931
OMII0II278884494,High blood lipids,OMII0II1024996931
OMII0IIN1426118510,Raised lipids,OMII0II1024996931
OMII0IIN1749096631,Raised lipoproteins,OMII0II1024996931
OMII0II2128301826,Lipoproteins,OMII0II1024996931
OMII0IIN813638275,Triglycerides,OMII0II1024996931
OMII0IIN103059306,Skin lesions,OMII0II786947652
OMII0IIN1959637478,Ovarian carcinoma,OMII0IIN764523928
OMII0II1031652949,Ovarian malignancy,OMII0IIN764523928
OMII0IIN303159037,Ovarian malignant tumour,OMII0IIN764523928
OMII0IIN236126971,Ovarian neoplasms,OMII0IIN764523928
OMII0IIN262085020,Ovarian tumours,OMII0IIN764523928
OMII0II775506166,Cancer of  ovary,OMII0IIN764523928
OMII0IIN1846999543,Ovary cancer,OMII0IIN764523928
OMII0II1680063802,Ovary neoplasms,OMII0IIN764523928
OMII0II1593115710,Epithelial ovarian cancer,OMII0IIN764523928
OMII0IIN633856900,Non-epithelial ovarian cancer,OMII0IIN764523928
OMII0II1851729800,Sarcoptic itch,OMII0IIN500154897
OMII0II203833600,Seven-year itch,OMII0IIN500154897
OMII0II1574332046,Itch mites,OMII0IIN500154897
OMII0IIN1778488193,Norway itch,OMII0IIN500154897
OMII0II794437796,Sarcoptes infection,OMII0IIN500154897
OMII0IIN1537259767,Crusted scabies,OMII0IIN500154897
OMII0II482690521,Mange,OMII0IIN500154897
OMII0II1100705291,Mites,OMII0IIN500154897
OMII0IIN1563535691,The itch,OMII0IIN500154897
OMII0IIN1404433082,Migraine headache,OMII0IIN1189799160H
OMII0IIN437737686,Migrainous headache,OMII0IIN1189799160H
OMII0IIN1495383212,Sick headache,OMII0IIN1189799160H
OMII0II2067047988,Bilious headache,OMII0IIN1189799160H
OMII0IIN1494658037,Migraine with aura,OMII0IIN1189799160H
OMII0II1330729552,Migraine without aura,OMII0IIN1189799160H
OMII0IIN1956655562,Blind headache,OMII0IIN1189799160H
OMII0II368612196,Severe headache,OMII0IIN1189799160H
OMII0II1257771878,Cancer,OMII0II527897126
OMII0IIN133311752,Tumours,OMII0II527897126
OMII0II1038062027,Malignancy,OMII0II527897126
OMII0II293863488,Malignant disease,OMII0II527897126
OMII0IIN1704699853,Bladder inflammation,OMII0IIN713700430
OMII0II1316377323,Neoplasms,OMII0II527897126
OMII0II65651142,Malignant neoplasms,OMII0II527897126
OMII0IIN1044690192,Morbid obesity,OMII0II1094152794
OMII0II1134755372,Overweight,OMII0II1094152794
OMII0IIN875352075,Super morbid obesity,OMII0II1094152794
OMII0II1275427384,Corpulence,OMII0II1094152794
OMII0II1275427364,Corpulency,OMII0II1094152794
OMII0IIN841007597,Obese adults,OMII0II1094152794
OMII0IIN2033254003,Fatness in adults,OMII0II1094152794
OMII0IIN50566290,Overweight adult,OMII0II1094152794
OMII0IIN1022374893,Adiposity,OMII0II1094152794
OMII0IIN317774677,Visceral fat obesity,OMII0II1094152794
OMII0IIN428513251,Cloudy urine,OMII0IIN395306762K
OMII0IIN360569992,Overweight children,OMII0II1094152794
OMII0IIN842686691,Adiposity in children,OMII0II1094152794
OMII0II1859012360,Childhood obesity,OMII0II1094152794
OMII0II1607805912,Urinary infection,OMII0IIN395306762K
OMII0II1857045807,Obese children,OMII0II1094152794
OMII0IIN1974633073,Fatness,OMII0II1094152794
OMII0II1178146458,Fat person,OMII0II1094152794
OMII0II1582776609,Obese,OMII0II1094152794
OMII0IIN1301120976,Morbidly obese,OMII0II1094152794
OMII0IIN1798980728,Urinary tract infection,OMII0IIN679934922
OMII0II457872943,Inflammation of appendix,OMII0IIN250095981
OMII0II261104374,Perforated appendix,OMII0IIN250095981
OMII0IIN712574061,Appendiceal inflammation,OMII0IIN250095981
OMII0II716406878,Inflamed appendix,OMII0IIN250095981
OMII0II79911130,Skin cancer,OMII0II1228100232
OMII0IIN656623441,Cancer of the skin,OMII0II1228100232
OMII0II1332383383,Malignant tumour of skin,OMII0II1228100232
OMII0II649771670,Malignant neoplasm of skin,OMII0II1228100232
OMII0IIN416707138,Skin CA,OMII0II1228100232
OMII0IIN127098660,Ca skin,OMII0II1228100232
OMII0IIN1991462652,Melanoma,OMII0IIN1331236985
OMII0II1049963943,Non-melanoma skin cancer,OMII0II2127134942
OMII0IIN2012488651,Non-melanoma cancer,OMII0II2127134942
OMII0IIN1575701003,NMSC,OMII0II2127134942
OMII0IIN1387604826,Basal cell carcinoma,OMII0II2127134942
OMII0II1701905679,BCC,OMII0II2127134942
OMII0IIN1521368192,Squamous cell carcinoma,OMII0II2127134942
OMII0II1701340846,SCC,OMII0II2127134942
OMII0II332711117,Rodent ulcer,OMII0II2127134942
OMII0II1385670440,Basal cell tumour,OMII0II2127134942
OMII0IIN1265714781,Squamous cell malignancy,OMII0II2127134942
OMII0IIN1105240561,Squamous cell neoplasm,OMII0II2127134942
OMII0II1193646551,Herpes simplex,OMII0II131513240
OMII0II2076980158,Herpes simplex infection,OMII0II525374323
OMII0II791164152,Herpes gladiatorum,OMII0II525374323
OMII0II1869754285,HSV infection,OMII0IIN1638964375
OMII0IIN1318997344,Herpes simplex 1,OMII0II525374323
OMII0IIN1318997341,Herpes simplex 2,OMII0II525374323
OMII0IIN1674559249,Herpes simplex complex,OMII0II525374323
OMII0II539923005,Herpes,OMII0II525374323
OMII0II272305241,HSV-1 infection,OMII0II131513240
OMII0IIN537795182,HSV-2 infection,OMII0II525374323
OMII0II150921967,HSV-2,OMII0II525374323
OMII0II150921964,HSV-1,OMII0II525374323
OMII0II2083942810,Infection of ear,OMII0II2067112496
OMII0II1549886492,Beach ear,OMII0IIN772760161
OMII0II2062641957,Inflammation of  external auditory canal,OMII0IIN772760161
OMII0IIN180690295,Inflammation of external ear,OMII0IIN772760161
OMII0IIN168988903,Outer ear infection,OMII0IIN772760161
OMII0IIN294212432,Tank ear,OMII0IIN772760161
OMII0II1746272283,External ear inflammation,OMII0IIN772760161
OMII0II1725735071,Swimmers' ear,OMII0IIN772760161
OMII0II1315353564,Tropical ear,OMII0IIN772760161
OMII0II241266409,Inflammation of middle ear,OMII0II1255880134
OMII0IIN481497583,Inflammation of tympanum,OMII0II1255880134
OMII0II734278812,Middle ear infection,OMII0II1255880134
OMII0II1814347659,Middle ear inflammation,OMII0II1255880134
OMII0IIN2088062829,Blue drum syndrome,OMII0II1255880134
OMII0II1404051935,Pyoderma,OMII0IIN1287623936
OMII0IIN259264420,School sores,OMII0IIN1287623936
OMII0IIN478609036,Streptococcal impetigo,OMII0IIN1287623936
OMII0II568169716,Superficial pyoderma,OMII0IIN1287623936
OMII0IIN1734752840,Contagious pyoderma,OMII0IIN1287623936
OMII0II111025800,Non-bullous impetigo,OMII0IIN1287623936
OMII0IIN1997779426,Staphylococcal impetigo,OMII0IIN1287623936
OMII0IIN1296852664,Skin infections,OMII0II257353811
OMII0II170234573,Nail infections,OMII0II257353811
OMII0II678115742,Bacterial infection of the skin,OMII0IIN1287623936
OMII0IIN529735126,Discharge from the vagina,OMII0II215422033
OMII0IIN1219515553,Vaginal secretion,OMII0II215422033
OMII0IIN1096415727,Cervical discharge,OMII0II215422033
OMII0II68482689,Embarrassing problem,OMII0II215422033
OMII0IIN736837006,Smelly discharge,OMII0II215422033
OMII0IIN749735032,White discharge,OMII0II215422033
OMII0II1409146608,Female discharge,OMII0II215422033
OMII0II102780045,Atopic rhinitis,OMII0IIN1054462736
OMII0IIN736197476,Nasal allergy,OMII0IIN1054462736
OMII0II1303499537,Seasonal rhinitis,OMII0II115909952
OMII0II153174080,Spring cold,OMII0II115909952
OMII0II540442180,Pollen allergy,OMII0II115909952
OMII0IIN584934330,Allergy to pollen,OMII0II115909952
OMII0II2008886267,Allergy to grasses,OMII0II115909952
OMII0II62378865,Seasonal allergic rhinitis,OMII0II115909952
OMII0II1433750191,Venereal warts,OMII0II807797742
OMII0IIN1333843454,Genital HPV infection,OMII0II807797742
OMII0IIN1995569797,Anogenital warts,OMII0II807797742
OMII0IIN1636085812,HPV infection,OMII0II807797742
OMII0II1501943049,Anal warts,OMII0II807797742
OMII0IIN525385864,Human papillomavirus infection,OMII0II807797742
OMII0IIN822938499,Human papilloma virus infection,OMII0II807797742
OMII0II1025193030,Warts on genitalia,OMII0II807797742
OMII0II1583065162,Feeling sick,OMII0II102411667
OMII0II1712838603,Nauseous,OMII0II102411667
OMII0IIN1976475862,Feel like vomiting,OMII0II102411667
OMII0II385118504,Urge to vomit,OMII0II102411667
OMII0II932437722,Nausea and vomiting,OMII0IIN2069831121
OMII0II81085323,N & V,OMII0II102411667
OMII0IIN49437857,Feel sick,OMII0II102411667
OMII0II571088563,Kidney calculi,OMII0IIN980871709
OMII0II1341818463,Kidney calculus,OMII0IIN980871709
OMII0II375901925,Kidney stone disease,OMII0IIN980871709
OMII0IIN574511078,Renal stone disease,OMII0IIN980871709
OMII0IIN1397072406,Renal stones,OMII0IIN980871709
OMII0II190045080,Renal calculi,OMII0IIN980871709
OMII0II1922221734,Renal calculus,OMII0IIN980871709
OMII0IIN1171697679,Renal colic,OMII0II291282503
OMII0IIN1548564248,Stone in the kidney,OMII0IIN980871709
OMII0II924986130,Calculi,OMII0IIN980871709
OMII0II444153423,Endometriosis externa,OMII0II1493054172
OMII0IIN1536499601,Endometrial tissue,OMII0II1493054172
OMII0IIN1929603530,Endometrial implant,OMII0II1493054172
OMII0II57627719,Heart irregularity,OMII0IIN1774862348
OMII0II949928109,Arrhythmia,OMII0IIN1774862348
OMII0II890528845,Irregular heart beat,OMII0IIN1774862348
OMII0IIN969763471,Heart pounding,OMII0IIN1774862348
OMII0II2121523125,Heart jumping,OMII0IIN1774862348
OMII0II946966744,Awareness of heartbeat,OMII0IIN1774862348
OMII0II1155196029,Awareness of heart beat,OMII0IIN1774862348
OMII0IIN1769620420,Irregular heartbeat,OMII0IIN1774862348
OMII0II1191866269,Gastroduodenal ulcer,OMII0II1825836824
OMII0IIN2137499500,Peptic ulceration,OMII0II1825836824
OMII0IIN1669993655,Duodenal ulcer disease,OMII0II1825836824
OMII0IIN132042225,Duodenal ulceration,OMII0II1825836824
OMII0II31056151,Gastric ulceration,OMII0II1825836824
OMII0II621401241,Gastric ulcer disease,OMII0II1825836824
OMII0II1726931684,Helicobacter pylori ulcer,OMII0II1825836824
OMII0IIN942971940,Helicobacter ulcer,OMII0II1825836824
OMII0IIN1671198,Pyloric ulcer,OMII0II1825836824
OMII0II114260093,Stomach ulcer,OMII0II1825836824
OMII0IIN741170526,Ulcer of alimentary mucosa,OMII0II1825836824
OMII0II576266137,Small intestinal ulcer,OMII0II1825836824
OMII0II1770595898,Gastrointestinal tract ulcer,OMII0II1825836824
OMII0IIN1582029179,Perforated ulcer,OMII0II1825836824
OMII0IIN1191315754,Burst peptic ulcer,OMII0II1825836824
OMII0IIN1779387457,Bleeding peptic ulcer,OMII0II1825836824
OMII0IIN1168973912,Cardiac arrhythmia,OMII0IIN1774862348
OMII0II637723939,Heart arrhythmia,OMII0IIN1774862348
OMII0II599722652,Sensory loss,OMII0II952136576
OMII0II884424863,Pins-and-needles,OMII0II952136576
OMII0IIN1662053593,Sensory changes,OMII0II952136576
OMII0IIN966811172,Acne lesion,OMII0IIN583291253
OMII0II22010537,Acne simplex,OMII0IIN583291253
OMII0IIN367706792,Acneiform eruption,OMII0IIN583291253
OMII0II785060096,Comedone,OMII0IIN583291253
OMII0IIN1572409979,Common acne,OMII0IIN583291253
OMII0IIN584798958,Simple acne,OMII0IIN583291253
OMII0IIN445615259,Pimples,OMII0IIN1295752178I
OMII0IIN324238592,Blackheads,OMII0IIN583291253
OMII0II403231138,Whiteheads,OMII0IIN1295752178I
OMII0II1127383486,Blocked pores,OMII0IIN583291253
OMII0IIN96868631,Black spots,OMII0IIN583291253
OMII0IIN1413893727,MRSA,OMII0IIN1243881094
OMII0II658608489,Methicillin-resistant Staph aureus,OMII0IIN1243881094
OMII0IIN1406088274,Meticillin-resistant Staph aureus,OMII0IIN1243881094
OMII0II1419637335,Methicillin-resistant S. aureus,OMII0IIN1243881094
OMII0II173977850,Meticillin-resistant S. aureus,OMII0IIN1243881094
OMII0IIN896541955,Superbugs,OMII0IIN1243881094
OMII0II621006110,Upper urinary tract infection,OMII0IIN942254993
OMII0II926316026,Acute PN,OMII0IIN942254993
OMII0IIN1599820584,Bacterial nephritis,OMII0IIN942254993
OMII0II1597278604,Staphylococcus aureus,OMII0IIN1243881094
OMII0II1743345619,Staph aureus,OMII0IIN1243881094
OMII0IIN19994154,Renal infections,OMII0IIN942254993
OMII0II1269163054,Disseminated lupus erythematosus,OMII0II740055490
OMII0II1696340953,SLE,OMII0II740055490
OMII0II1066065565,Lupus erythematosus,OMII0II740055490
OMII0II468320675,LE,OMII0II740055490
OMII0IIN987147018,Enlarged glands,OMII0IIN155099023
OMII0II1573487152,Swelling of lymph node,OMII0IIN155099023
OMII0IIN1788398226,Swollen lymph nodes,OMII0IIN155099023
OMII0II467433061,Swollen lymph glands,OMII0IIN155099023
OMII0IIN265294518,Disease of lymph nodes,OMII0IIN155099023
OMII0IIN1891827639,Disease of lymph glands,OMII0IIN155099023
OMII0IIN696306710,Axillary gland enlargement,OMII0IIN155099023
OMII0II1419655255,Cervical gland enlargement,OMII0IIN155099023
OMII0II1049850109,Neck glands enlargement,OMII0IIN155099023
OMII0II1698245491,Swollen neck glands,OMII0IIN155099023
OMII0IIN1271160260,Groin glands enlargement,OMII0IIN155099023
OMII0IIN1315934467,Glands in the groin,OMII0IIN155099023
OMII0IIN1149465276,Glands in the neck,OMII0IIN155099023
OMII0II1635949282,Glands under the arm,OMII0IIN155099023
OMII0II1811044978,Glands in the armpit,OMII0IIN155099023
OMII0II976340683,Pyrexia,OMII0II1890082211
OMII0IIN1447360157,PUO,OMII0II1890082211
OMII0II1408539289,FUO,OMII0II1890082211
OMII0II162484970,High temperature,OMII0II1890082211
OMII0II844994138,Has a temperature,OMII0II1890082211
OMII0II516641478,Feverish,OMII0II1890082211
OMII0II1849299937,Hot and clammy,OMII0II1890082211
OMII0II1566864244,Pyrexia of unknown origin,OMII0II1890082211
OMII0II1623442055,Fever of undetermined origin,OMII0II1890082211
OMII0II10147815,Pyrexia of undetermined origin,OMII0II1890082211
OMII0IIN1613100536,Fever of unknown etiology,OMII0II1890082211
OMII0IIN1651039690,Biliary tract calculi,OMII0II268486344
OMII0II924005400,Biliary tract calculus,OMII0II268486344
OMII0IIN145170550,Calculus in biliary tract,OMII0II268486344
OMII0II272086802,Cholesterol stone,OMII0II268486344
OMII0IIN1690098148,Common bile duct calculi,OMII0II268486344
OMII0IIN1874852152,Common bile duct stone,OMII0II268486344
OMII0IIN1426328606,Gallbladder calculus,OMII0II268486344
OMII0IIN151066528,Gallbladder stone,OMII0II268486344
OMII0II135169470,Back problems,OMII0II1278292578
OMII0IIN83102012,Gallstone disease,OMII0II268486344
OMII0IIN933762046,Pigment stone,OMII0II268486344
OMII0II714296852,Biliary calculus,OMII0II268486344
OMII0II1853705622,Biliary stone,OMII0II268486344
OMII0IIN1517821729,Bile tract stone,OMII0II268486344
OMII0IIN1162059346,Biliary calculi,OMII0II268486344
OMII0II1339102696,Bile duct calculus,OMII0II268486344
OMII0II895576654,Bile duct calculi,OMII0II268486344
OMII0II1089667858,Bile duct stone,OMII0II268486344
OMII0IIN67685749,Back sprain,OMII0IIN1223055200
OMII0II1112668398,Weariness,OMII0II1121846774
OMII0II582143483,Bile pigment stone,OMII0II268486344
OMII0II875806806,N+V,OMII0IIN2069831121
OMII0IIN380250976,Emesis,OMII0IIN2069831121
OMII0II670773826,Puking,OMII0IIN2069831121
OMII0II2049171380,Fatigue,OMII0II1121846774
OMII0II1253791479,Barf,OMII0IIN2069831121
OMII0II1779042682,Chunder,OMII0IIN2069831121
OMII0IIN1747039007,Retch,OMII0IIN2069831121
OMII0II700387980,Retching,OMII0IIN2069831121
OMII0IIN970847781,Inflammation of skin,OMII0II2079265527
OMII0IIN2024387735,Skin inflammation,OMII0II2079265527
OMII0IIN1685270507,Knackered,OMII0II1121846774
OMII0II2079265527F,Eczema,OMII0II2079265527
OMII0IIN1615351920,Dermatitis,OMII0II2079265527
OMII0II1041166532,Hand dermatitis,OMII0II151096876
OMII0II1664345814,Irritant contact dermatitis,OMII0II151096876
OMII0IIN1506358310,Irritant dermatitis,OMII0II151096876
